task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
LLM IFEval,IFEval,distilbert/distilgpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.0611,0.0,249.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,413.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,413.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,413.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,413.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,413.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,413.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,413.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,413.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,417.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,417.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,417.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,417.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,417.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,417.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,417.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,417.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,417.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,417.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,417.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,423.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,423.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,423.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,423.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,423.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,423.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,423.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,423.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,423.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,423.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,423.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,424.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,424.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,424.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,424.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,424.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,424.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,424.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,424.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,424.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,424.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,424.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,429.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,429.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,429.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,429.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,429.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,429.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,429.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,429.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,429.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,429.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,bfloat16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,429.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,430.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,430.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,430.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,430.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,430.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,430.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,430.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,430.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,430.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,430.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,430.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,436.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,436.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,436.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,436.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,436.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,436.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,436.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,436.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,436.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,436.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,436.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,437.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,437.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,437.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,437.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,437.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,437.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,437.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,437.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,437.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,437.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,437.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,438.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,438.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,438.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,438.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,438.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,438.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,438.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,438.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,438.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,438.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,438.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,441.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,441.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,441.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,441.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,441.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,441.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,441.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,441.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,441.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,441.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float32,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,441.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2295,0.25,442.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3026,0.25,442.0,0,,llm-perf-task
LLM MMLU,MMLU,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2597,0.25,442.0,0,,llm-perf-task
LLM Winogrande,Winogrande,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5178,0.5,442.0,0,,llm-perf-task
LLM GSM8K,GSM8K,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.003,0.0,442.0,0,,llm-perf-task
LLM IFEval,IFEval,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.190544,0.0,442.0,0,,llm-perf-task
LLM BBH,BBH,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.034367,0.0,442.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.006042,0.0,442.0,0,,llm-perf-task
LLM GPQA,GPQA,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.004474,0.0,442.0,0,,llm-perf-task
LLM MuSR,MuSR,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.026167,0.0,442.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,EleutherAI/gpt-neo-125m,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.002844,0.0,442.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,445.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,445.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,445.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,445.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,445.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,445.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,445.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,445.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,445.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,445.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,445.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,448.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,448.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,448.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,448.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,448.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,448.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,448.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,448.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,448.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,448.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,448.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,449.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,449.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,449.0,0,,llm-perf-task
LLM Winogrande,Winogrande,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | Winogrande,Winogrande,0.5043,0.5,449.0,0,,llm-perf-task
LLM GSM8K,GSM8K,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GSM8K,GSM8K,0.0068,0.0,449.0,0,,llm-perf-task
LLM IFEval,IFEval,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | IFEval,IFEval,0.178604,0.0,449.0,0,,llm-perf-task
LLM BBH,BBH,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | BBH,BBH,0.027454,0.0,449.0,0,,llm-perf-task
LLM MATH Lvl 5,MATH Lvl 5,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MATH Lvl 5,MATH Lvl 5,0.003776,0.0,449.0,0,,llm-perf-task
LLM GPQA,GPQA,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | GPQA,GPQA,0.011186,0.0,449.0,0,,llm-perf-task
LLM MuSR,MuSR,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MuSR,MuSR,0.146296,0.0,449.0,0,,llm-perf-task
LLM MMLU-PRO,MMLU-PRO,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU-PRO,MMLU-PRO,0.018035,0.0,449.0,0,,llm-perf-task
LLM ARC-Challenge,ARC-Challenge,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | ARC-Challenge,ARC-Challenge,0.2201,0.25,457.0,0,,llm-perf-task
LLM HellaSwag,HellaSwag,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | HellaSwag,HellaSwag,0.3153,0.25,457.0,0,,llm-perf-task
LLM MMLU,MMLU,openai-community/gpt2,1xA10,pytorch,float16,llm-perf | 1xA10 | MMLU,MMLU,0.2583,0.25,457.0,0,,llm-perf-task
